INFORMACIÓN GENERAL ESTACIONES,,,,,,,,,NORMAL CLIMATOLÓGICA ESTÁNDAR DE No DE DÍAS CON LLUVIA ≥ 1 mm PARA EL PERIODO 1991-2020,,,,,,,,,,,,,  Cumplen la directriz No 1203 del 2017 de la OMM,
CODIGO,CATEGORIA,ESTACIÓN,MUNICIPIO,DEPARTAMENTO,AO,ALTITUD (m),LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL, Número de meses,% de cumplimiento
21010060,PM,Medianía,Isnos,Huila,4,1763,"-76,17","2,02","12,8","13,8","16,9","18,2","19,0","19,6","21,0","15,7","13,2","14,8","17,6","15,7","198,5",356,"98,9%"
21010050,PM,San José de Isnos,Isnos,Huila,4,1720,"-76,21","1,93","10,2","12,1","14,4","16,0","17,4","17,8","18,6","15,6","12,0","13,3","15,0","13,3","175,8",351,"97,5%"
21050060,PM,La Argentina,La Argentina,Huila,4,1500,"-75,97","2,20","10,2","11,2","14,8","14,6","14,3","11,1","11,4","8,9","9,0","14,4","15,8","12,6","148,3",352,"97,8%"
21055020,CP,Escuela Agricola La Plata,La Plata,Huila,4,1070,"-75,89","2,38","11,8","12,6","16,7","16,3","17,0","13,1","11,6","7,8","8,7","13,5","16,8","15,4","161,5",352,"97,8%"
21050190,PM,Hacienda Meremberg,La Plata,Huila,4,2220,"-76,12","2,22","14,8","16,1","20,7","21,7","23,9","22,2","21,5","17,9","16,4","20,3","21,6","18,5","235,6",353,"98,1%"
21050160,PM,San Vicente,La Plata,Huila,4,1745,"-76,01","2,32","10,9","10,8","13,4","14,5","15,1","14,6","15,3","11,7","10,0","13,5","15,2","12,3","157,2",353,"98,1%"
21050090,PM,Nataga,Nátaga,Huila,4,1545,"-75,81","2,55","12,8","13,2","16,2","15,6","14,5","12,4","12,0","9,7","9,3","14,5","18,7","15,9","164,9",359,"99,7%"
21050170,PM,Yarumal,Nátaga,Huila,4,1950,"-75,76","2,65","13,1","13,3","18,2","18,3","18,9","16,4","16,9","14,4","12,7","17,4","20,5","17,7","197,9",353,"98,1%"
21115020,SS,Aeropuerto Benito Salas,Neiva,Huila,4,439,"-75,29","2,95","7,4","8,2","11,1","10,4","8,9","5,8","3,8","2,6","4,4","10,4","13,7","10,4","97,3",360,"100,0%"
21110430,PG,La Hacienda Girona,Neiva,Huila,4,1060,"-75,12","2,91","8,9","9,1","13,8","14,2","14,0","10,4","8,3","6,1","8,5","13,0","16,9","12,7","136,1",354,"98,3%"
21135050,CO,La Julia,Neiva,Huila,4,1691,"-75,53","3,10","13,7","13,7","16,6","14,9","13,4","8,6","7,2","5,6","7,6","16,3","20,0","16,4","154,0",346,"96,1%"
21130080,PM,Organos,Neiva,Huila,4,800,"-75,49","3,12","11,6","11,2","14,3","13,5","11,8","7,6","6,1","4,7","6,7","13,9","17,8","15,8","134,9",332,"92,2%"
21115100,CO,Palacio-Vegalarga,Neiva,Huila,4,1100,"-75,07","2,94","10,1","10,0","14,7","16,3","16,0","13,1","10,7","7,3","9,4","14,5","18,3","13,6","153,9",355,"98,6%"
21130040,PM,San Luis,Neiva,Huila,4,1140,"-75,48","3,08","10,2","10,5","12,4","11,2","8,2","4,9","4,7","3,6","5,3","10,7","15,1","13,4","110,3",350,"97,2%"
21110400,PG,Santa Helena,Neiva,Huila,4,1160,"-75,11","2,85","10,7","10,6","15,6","16,4","15,5","10,7","8,8","6,3","8,9","14,9","19,2","15,2","152,8",334,"92,8%"
21040030,PM,Oporapa,Oporapa,Huila,4,1614,"-76,10","2,03","10,1","11,9","15,7","16,7","18,0","17,1","18,0","15,7","13,2","14,6","16,3","13,0","180,3",360,"100,0%"
21130060,PM,El Carmen ,Palermo,Huila,4,2250,"-75,56","3,01","12,8","13,5","16,0","14,5","13,0","9,7","7,9","6,6","8,7","18,1","20,2","14,6","155,6",352,"97,8%"
21090020,PM,El Cucharo ,Palermo,Huila,4,620,"-75,40","2,86","8,5","8,6","11,6","10,2","8,6","4,3","3,3","2,6","4,7","10,6","13,6","11,4","98,0",356,"98,9%"
21120090,PM,El Totumo,Palermo,Huila,4,700,"-75,49","2,87","8,2","9,0","12,4","9,8","8,0","4,1","3,8","2,7","4,9","10,7","14,3","12,0","99,8",359,"99,7%"
21120100,PM,El Volcán,Palermo,Huila,4,1105,"-75,57","2,87","11,9","12,5","15,1","14,4","12,4","7,4","5,1","5,2","6,7","13,1","18,2","14,4","136,5",356,"98,9%"
21090040,PM,Hacienda Papagayo,Palermo,Huila,4,460,"-75,35","2,78","7,7","8,1","11,4","9,5","8,7","5,0","4,3","3,2","4,9","9,1","13,3","10,3","95,3",358,"99,4%"
21120010,PM,Hacienda Paraguay,Palermo,Huila,4,1300,"-75,49","2,98","10,7","11,2","14,5","11,7","11,0","7,2","4,7","3,0","5,6","12,9","16,1","13,1","121,7",333,"92,5%"
21090110,PM,Santa Bárbara,Palermo,Huila,4,454,"-75,34","2,87","6,0","7,1","8,2","7,4","6,6","3,7","2,9","2,1","3,7","8,9","11,1","8,7","76,4",342,"95,0%"
21010180,PM,El Tabor ,Palestina (Huila),Huila,4,1700,"-76,16","1,70","11,7","12,6","16,7","19,4","21,5","20,5","20,8","16,9","15,6","15,2","15,4","12,8","199,2",359,"99,7%"
21010100,PM,Palestina,Palestina (Huila),Huila,4,1530,"-76,13","1,72","11,3","11,7","16,2","17,9","19,7","19,6","18,6","16,9","14,9","14,5","14,2","12,8","188,3",356,"98,9%"
21040060,PM,Tres Esquinas,Pital,Huila,4,805,"-75,78","2,20","6,6","6,7","9,2","8,0","9,0","7,5","5,9","4,8","4,8","6,7","10,5","8,0","87,8",348,"96,7%"
21010110,PM,Insfopal,Pitalito,Huila,4,1265,"-76,07","1,84","9,8","11,8","15,5","17,5","19,3","18,0","18,9","15,6","12,9","13,6","14,3","13,4","180,6",360,"100,0%"
21010040,PM,La Laguna,Pitalito,Huila,4,1334,"-76,09","1,96","10,6","12,3","16,0","17,3","18,4","18,2","19,3","15,5","13,2","14,0","15,9","13,8","184,5",359,"99,7%"
21010210,PM,Montecristo,Pitalito,Huila,4,1674,"-76,19","1,71","11,5","11,0","15,0","17,6","18,7","18,9","19,0","17,0","13,7","14,5","14,3","12,1","183,3",346,"96,1%"
21015020,CO,Sevilla,Pitalito,Huila,4,1320,"-76,13","1,82","9,2","10,5","13,9","16,0","17,0","16,4","18,0","14,4","12,1","12,2","13,2","11,4","164,3",354,"98,3%"
21110440,PM,El Guadual ,Rivera,Huila,4,735,"-75,24","2,80","6,6","7,5","10,5","9,9","8,9","5,9","5,0","2,6","4,4","9,7","14,2","8,8","94,0",357,"99,2%"
21010220,PM,Morelia,Saladoblanco,Huila,4,1625,"-76,19","2,07","12,9","13,8","17,7","18,0","20,0","20,5","21,1","15,0","10,9","16,1","19,2","16,8","201,9",353,"98,1%"
21010190,PM,Alto del Obispo,San Agustín,Huila,4,1700,"-76,25","1,85","10,0","11,4","14,6","18,0","20,2","19,6","20,7","17,1","12,9","14,2","15,8","12,3","186,7",344,"95,6%"
21010130,PM,Bajo Frutal,San Agustín,Huila,4,1660,"-76,25","1,81","12,4","13,5","18,0","20,2","22,7","22,6","22,2","18,5","15,2","16,9","18,5","15,3","215,9",360,"100,0%"
21010230,PM,Betania Tv,San Agustín,Huila,4,1949,"-76,30","1,91","10,4","11,6","13,9","15,4","17,4","17,6","19,2","15,3","11,3","12,3","14,5","13,2","172,2",357,"99,2%"
21010140,PM,La Candela,San Agustín,Huila,4,1940,"-76,36","1,86","15,8","15,9","19,7","22,4","23,8","24,0","25,4","22,3","19,4","19,4","20,6","17,8","246,5",358,"99,4%"
21015030,PM,Parque Arqueológico,San Agustín,Huila,4,1800,"-76,29","1,89","11,5","13,1","15,2","17,4","19,6","19,3","20,3","16,6","14,1","14,8","16,2","14,1","192,0",358,"99,4%"
21010200,PM,Sulchomisco,San Agustín,Huila,4,1800,"-76,32","1,85","9,6","10,8","14,2","17,6","17,8","19,3","20,5","16,0","13,2","13,5","13,9","10,6","177,1",357,"99,2%"
21010160,PM,Villa Fátima,San Agustín,Huila,4,1724,"-76,39","1,90","10,6","11,9","14,8","16,6","18,9","20,2","20,3","17,1","12,8","13,6","15,4","13,5","185,7",352,"97,8%"
21125010,CO,Santa María,Santa María (Huila),Huila,4,1300,"-75,59","2,94","11,9","12,3","16,4","15,7","14,2","9,8","8,9","6,8","7,6","15,1","18,5","13,8","151,0",306,"85,0%"
21035040,CO,El Líbano,Suaza,Huila,4,1045,"-75,83","1,87","7,3","9,3","13,6","16,4","17,2","15,4","15,8","13,3","12,2","12,5","11,9","9,7","154,7",354,"98,3%"
21040050,PM,Tarqui,Tarqui,Huila,4,830,"-75,82","2,11","7,2","8,0","10,6","11,0","10,8","8,7","8,0","5,8","6,0","9,0","11,4","8,7","105,3",352,"97,8%"
21110180,PM,Hato Bogotá,Tello,Huila,4,591,"-75,16","3,04","5,6","6,6","9,6","9,2","8,0","4,4","4,6","3,0","4,5","9,1","11,8","8,0","84,4",357,"99,2%"
21110040,PM,Hato Milagro,Tello,Huila,4,548,"-75,17","3,07","6,7","6,9","11,0","11,3","10,0","6,8","5,9","3,8","5,0","9,9","14,0","9,4","100,6",357,"99,2%"
21110160,PM,Mesa Redonda,Tello,Huila,4,500,"-75,20","3,12","6,3","7,6","10,7","10,7","10,6","7,2","6,1","3,5","5,0","9,9","13,6","9,6","100,8",358,"99,4%"
21080080,PG,La Mina,Teruel,Huila,4,1800,"-75,63","2,79","11,5","12,9","16,0","14,3","13,4","8,0","7,1","6,2","7,7","13,5","17,4","14,3","142,3",360,"100,0%"
21080100,PM,Las Herreras,Teruel,Huila,4,1800,"-75,61","2,77","11,6","12,2","13,4","12,4","10,1","7,8","7,3","6,0","7,0","12,7","16,4","14,1","131,0",324,"90,0%"
21085030,CO,San Rafael,Teruel,Huila,4,1030,"-75,58","2,76","12,8","13,1","15,8","14,4","12,9","9,2","7,8","6,0","7,4","14,5","19,2","17,0","150,1",348,"96,7%"
21050140,PM,El Hatillo,Tesalia,Huila,4,900,"-75,62","2,51","8,2","8,4","10,3","8,7","8,4","5,6","4,2","3,0","4,0","10,0","14,8","11,2","96,9",358,"99,4%"
21080110,PG,Hacienda San José,Tesalia,Huila,4,1000,"-75,72","2,58","9,2","9,6","11,9","11,0","9,2","6,5","5,2","4,1","5,0","9,8","14,1","12,1","107,6",333,"92,5%"
21050150,PM,Paez Paicol Radio,Tesalia,Huila,4,788,"-75,76","2,46","9,9","9,4","11,4","9,7","8,8","6,0","4,4","3,7","4,9","10,2","14,6","12,5","105,5",359,"99,7%"
21050290,PM,Tesalia 2,Tesalia,Huila,4,825,"-75,73","2,49","9,3","9,4","11,9","9,9","9,0","6,2","4,6","3,6","4,5","10,4","14,1","12,4","105,5",358,"99,4%"
21140110,PM,El Tomo,Villavieja,Huila,4,444,"-75,10","3,35","4,8","5,5","8,0","8,3","7,3","4,5","4,1","2,8","4,1","7,6","10,2","7,0","74,1",352,"97,8%"
21110290,PM,La Victoria,Villavieja,Huila,4,400,"-75,17","3,35","4,3","5,4","7,0","7,4","6,6","4,0","3,0","2,1","3,5","7,6","10,0","7,2","68,0",359,"99,7%"
21110120,PM,La Yeguera ,Villavieja,Huila,4,400,"-75,20","3,31","4,1","4,8","6,1","6,8","6,2","3,5","2,7","2,0","3,2","6,9","9,2","6,2","61,7",356,"98,9%"
21110330,PM,Polonia,Villavieja,Huila,4,429,"-75,22","3,19","6,0","8,0","10,1","10,7","9,6","6,3","5,4","3,7","4,8","10,3","12,7","9,7","97,2",358,"99,4%"
21110090,PM,Potosi,Villavieja,Huila,4,400,"-75,17","3,39","4,5","5,3","7,8","8,2","7,1","3,9","4,0","2,6","3,7","7,7","10,4","7,1","72,4",358,"99,4%"
21145040,AM,San Alfonso,Villavieja,Huila,4,440,"-75,11","3,37","5,4","6,5","10,4","10,0","8,6","5,9","5,5","3,4","5,1","9,3","12,3","9,0","91,4",345,"95,8%"
21115060,CO,San José,Villavieja,Huila,4,400,"-75,18","3,33","5,4","6,6","8,7","9,4","8,2","5,4","4,2","2,9","4,7","9,0","11,9","8,1","84,5",360,"100,0%"
21140100,PM,San Juanito,Villavieja,Huila,4,368,"-75,10","3,42","3,6","4,9","7,9","7,1","6,1","3,4","3,1","2,1","3,8","7,5","9,6","6,7","65,8",335,"93,1%"
21115080,CO,Villavieja Ffcc,Villavieja,Huila,4,430,"-75,25","3,18","6,0","7,2","9,6","10,1","9,0","6,3","4,9","3,5","4,8","9,2","12,0","9,1","91,8",326,"90,6%"
21080070,PM,Hacienda Santa Rosa,Yaguará,Huila,4,650,"-75,58","2,64","10,3","9,2","11,7","10,7","8,3","4,7","3,8","2,6","4,6","10,3","15,7","13,5","105,5",353,"98,1%"
21080030,PM,Yaguará,Yaguará,Huila,4,600,"-75,53","2,67","8,8","9,4","12,0","10,5","8,4","5,2","4,4","2,9","4,9","9,9","14,6","11,7","102,7",359,"99,7%"
15060020,PM,Cuestecita,Albania (La guajira),La Guajira,5,93,"-72,61","11,20","0,5","0,2","0,3","1,8","3,8","1,4","1,2","3,4","5,3","5,5","4,1","1,5","29,2",358,"99,4%"
15065501,CP,La Mina Cerrejón  - AUT ,Albania (La guajira),La Guajira,5,80,"-72,62","11,14","1,3","0,8","1,6","3,7","7,5","4,8","3,5","6,8","10,0","11,5","9,9","4,1","65,6",350,"97,2%"
15060040,PM,Lagunitas,Barrancas,La Guajira,5,900,"-72,88","11,03","1,0","0,4","1,3","4,7","7,3","4,9","3,3","5,5","7,5","8,4","6,8","2,4","53,4",348,"96,7%"
15067130,LG,Pozo Hondo,Barrancas,La Guajira,5,210,"-72,82","11,00","0,6","0,1","1,1","3,9","7,1","5,2","3,4","6,2","9,1","9,6","6,4","2,1","54,7",351,"97,5%"
15060210,PG,Tajo Sur,Barrancas,La Guajira,5,95,"-72,68","11,08","1,2","0,5","1,1","4,3","8,4","4,6","3,7","7,3","9,4","9,6","8,3","3,5","61,9",341,"94,7%"
15030010,PM,Dibulla,Dibulla,La Guajira,5,5,"-73,31","11,28","1,0","1,1","1,9","4,2","8,1","4,9","2,9","7,1","11,4","13,8","9,3","3,1","68,8",358,"99,4%"
15060050,PM,Sabanas de Manuela,Distracción,La Guajira,5,420,"-73,05","10,95","1,1","0,7","2,4","6,3","11,0","7,2","5,2","9,7","11,6","13,4","9,9","3,7","82,2",343,"95,3%"
15060150,PM,El Conejo ,Fonseca,La Guajira,5,350,"-72,80","10,78","0,3","0,2","1,3","3,7","6,8","3,6","3,8","5,3","8,0","8,4","5,9","1,8","49,3",350,"97,2%"
15060090,PG,Guacamayo,Hato Nuevo,La Guajira,5,220,"-72,78","11,06","0,7","0,5","1,2","3,9","7,3","4,1","3,2","6,3","8,4","8,7","5,9","2,5","52,6",348,"96,7%"
15065100,ME,Hacienda La Cruz,Hato Nuevo,La Guajira,5,155,"-72,71","11,12","1,0","0,5","1,5","4,1","6,9","4,2","3,3","5,7","9,0","9,3","9,4","3,2","58,1",341,"94,7%"
15060180,PM,La Gloria,Hato Nuevo,La Guajira,5,680,"-72,71","11,14","1,7","1,0","2,2","5,2","9,1","5,1","3,8","7,8","10,9","12,4","9,7","4,7","73,5",343,"95,3%"
15085030,CO,Escuela Agrícola Carraipía - AUT,Maicao,La Guajira,5,118,"-72,36","11,22","2,4","1,6","2,3","4,3","7,8","4,2","3,3","6,5","10,4","13,2","13,1","6,3","75,5",334,"92,8%"
15070160,PM,Escuela Ceura,Maicao,La Guajira,5,85,"-72,47","11,44","0,1","0,1","0,2","0,9","2,7","1,1","0,8","2,3","3,8","4,8","3,6","0,9","21,3",358,"99,4%"
15087080,LG,Paraguachón ,Maicao,La Guajira,5,35,"-72,13","11,36","0,8","0,1","0,5","0,7","2,2","1,1","1,0","2,7","5,3","6,6","5,5","2,0","28,4",331,"91,9%"
15070130,PM,El Pájaro,Manaure,La Guajira,5,2,"-72,68","11,71","0,6","0,2","0,5","1,0","3,2","1,6","1,1","2,3","4,2","7,7","5,6","2,3","30,2",306,"85,0%"
15070140,PM,Mayapo,Manaure,La Guajira,5,3,"-72,79","11,65","0,6","0,0","0,1","0,9","2,1","1,2","1,0","1,8","4,1","5,9","4,8","2,0","24,5",347,"96,4%"
15065180,SP,Aeropuerto Almirante Padilla ,Riohacha,La Guajira,5,4,"-72,92","11,53","0,8","0,3","0,6","1,7","5,7","3,4","1,9","4,5","7,8","10,3","5,8","2,5","45,2",335,"93,1%"
15050010,PM,Camarones,Riohacha,La Guajira,5,5,"-73,05","11,43","0,1","0,0","0,3","0,9","3,2","1,9","1,3","2,9","5,2","6,3","4,0","1,0","27,3",344,"95,6%"
15060270,PM,La Arena,Riohacha,La Guajira,5,120,"-72,73","11,19","0,7","0,4","1,0","3,7","6,7","3,7","2,2","5,1","8,2","10,5","7,5","3,0","52,7",360,"100,0%"
15060010,PM,Los Remedios ,Riohacha,La Guajira,5,10,"-72,91","11,38","0,4","0,3","0,6","2,0","4,8","3,1","2,2","5,5","7,5","8,9","5,2","1,8","42,3",356,"98,9%"
15060080,PM,Cañaverales,San Juan Del Cesar,La Guajira,5,230,"-72,85","10,76","0,7","0,5","1,7","4,5","7,7","5,3","4,3","6,8","7,4","8,5","5,1","1,9","54,3",359,"99,7%"
15065200,PM,Caracoli,San Juan Del Cesar,La Guajira,5,300,"-73,00","10,75","0,3","0,1","1,4","4,1","8,6","5,4","5,1","6,3","8,1","9,5","5,9","1,6","56,5",339,"94,2%"
28010200,PM,Hatico de los Indios,San Juan Del Cesar,La Guajira,5,594,"-73,11","10,86","0,4","0,2","1,4","4,8","9,9","6,2","4,8","7,6","9,9","10,9","6,5","1,6","64,1",339,"94,2%"
15075501,CP,Aeropuerto Puerto Bolivar  - AUT ,Uribia,La Guajira,5,10,"-71,98","12,22","1,0","0,2","0,3","0,7","2,0","0,9","0,9","2,3","4,7","6,9","5,1","2,2","27,1",344,"95,6%"
15070060,PM,Buenos Aires,Uribia,La Guajira,5,40,"-71,42","12,27","1,1","0,5","0,3","0,4","1,6","0,3","0,4","0,8","2,6","5,7","4,4","3,7","21,6",331,"91,9%"
15070190,PM,Caimito,Uribia,La Guajira,5,100,"-71,51","12,27","1,3","0,4","0,3","0,4","1,6","0,5","0,5","1,2","3,1","6,3","5,9","3,4","25,1",359,"99,7%"
15070070,PM,Irraipa,Uribia,La Guajira,5,65,"-71,95","12,13","0,3","0,1","0,2","0,6","1,6","0,6","0,5","1,4","3,6","5,5","4,6","1,3","20,2",359,"99,7%"
15070110,PM,Jojoncito,Uribia,La Guajira,5,120,"-71,97","11,81","0,1","0,0","0,2","0,6","2,4","0,5","0,4","1,4","2,4","5,1","3,2","1,0","17,4",336,"93,3%"
15070080,PM,Kauraquimana,Uribia,La Guajira,5,35,"-71,46","12,22","3,0","1,8","1,1","1,2","2,1","1,0","0,4","2,0","4,3","7,9","8,4","7,0","40,3",359,"99,7%"
15070020,PM,Nuevo Ambiente,Uribia,La Guajira,5,39,"-71,82","12,34","0,3","0,2","0,0","0,1","0,5","0,4","0,4","1,1","2,5","3,6","3,4","1,2","13,9",340,"94,4%"
15070240,PM,Orochon,Uribia,La Guajira,5,100,"-72,19","11,81","0,4","0,1","0,4","0,9","1,8","0,5","0,6","1,9","3,9","5,4","4,6","1,4","21,9",346,"96,1%"
15070090,PM,Perpana,Uribia,La Guajira,5,65,"-71,82","12,09","0,7","0,5","1,1","1,4","3,5","1,9","1,2","3,3","5,4","9,7","6,5","2,9","38,1",359,"99,7%"
15080010,PM,Puerto Estrella,Uribia,La Guajira,5,5,"-71,31","12,35","0,5","0,2","0,2","0,1","0,7","0,2","0,2","0,4","1,6","3,4","3,4","2,1","13,0",346,"96,1%"
15080090,PM,Puerto López,Uribia,La Guajira,5,2,"-71,28","11,93","0,2","0,2","0,2","0,2","0,8","0,3","0,3","0,7","1,9","4,1","3,6","1,6","14,0",345,"95,8%"
15085040,CO,Rancho Grande,Uribia,La Guajira,5,50,"-71,83","11,69","0,8","0,1","0,2","0,6","2,2","0,6","0,6","1,8","5,1","6,8","4,7","2,0","25,6",353,"98,1%"
15070010,PM,Santana Urraich,Uribia,La Guajira,5,30,"-72,05","12,09","0,3","0,0","0,1","0,7","2,0","0,7","0,5","1,2","3,6","4,9","2,9","1,5","18,5",347,"96,4%"
15080040,PM,Siapana,Uribia,La Guajira,5,145,"-71,32","12,07","0,7","0,4","0,2","0,1","0,6","0,1","0,1","0,6","1,8","4,3","4,0","2,9","15,8",347,"96,4%"
15080070,PM,Sillamaná,Uribia,La Guajira,5,115,"-71,52","11,90","0,6","0,0","0,1","0,2","1,1","0,4","0,3","0,8","2,9","4,5","2,8","1,3","15,2",343,"95,3%"
28015070,CO,Urumita,Urumita,La Guajira,5,255,"-73,02","10,57","0,5","0,8","2,9","6,6","12,8","10,2","8,3","11,4","12,9","12,9","9,5","3,2","92,0",351,"97,5%"
28010340,PM,Villanueva,Villanueva (La guajira),La Guajira,5,340,"-72,98","10,62","0,7","0,5","2,3","6,2","11,6","9,0","7,1","10,1","10,6","12,6","8,3","2,8","81,9",347,"96,4%"
28040150,PM,Bellavista,Algarrobo,Magdalena,5,140,"-74,04","10,31","1,4","2,1","4,7","7,2","10,2","7,4","7,5","10,2","10,0","10,7","9,3","2,9","83,6",322,"89,4%"
29060060,PM,El Cenizo ,Aracataca,Magdalena,5,450,"-74,07","10,65","1,5","1,0","4,1","10,0","12,9","11,6","11,0","12,4","13,0","14,4","11,3","4,6","107,8",347,"96,4%"
29060200,PM,La María ,Aracataca,Magdalena,5,30,"-74,19","10,54","0,8","0,6","2,0","6,3","9,3","6,9","5,8","8,2","10,0","11,1","6,4","2,2","69,6",339,"94,2%"
25025000,CP,El Dificil - AUT ,Ariguaní (El Dificil),Magdalena,5,120,"-74,09","9,91","0,7","1,1","3,0","4,2","5,0","3,8","3,9","5,2","5,3","5,8","4,9","1,6","44,4",341,"94,7%"
28040360,PM,Hacienda La Cabaña ,Ariguaní (El Dificil),Magdalena,5,100,"-74,08","9,86","1,1","1,6","4,8","6,3","7,6","5,1","5,6","7,9","7,7","8,0","6,7","3,0","65,5",359,"99,7%"
28040300,PM,Villa Concepción,Ariguaní (El Dificil),Magdalena,5,120,"-73,86","9,71","1,3","2,0","4,3","7,2","7,9","5,6","6,2","7,2","7,8","7,8","6,6","2,4","66,3",348,"96,7%"
29060340,PM,El Palmor ,Ciénaga,Magdalena,5,1200,"-74,03","10,77","1,2","1,9","4,9","11,2","15,9","12,0","9,7","14,3","15,8","18,6","12,2","4,9","122,6",351,"97,5%"
29060210,PM,La Palma,Ciénaga,Magdalena,5,23,"-74,20","10,97","0,2","0,1","0,4","2,4","6,9","7,0","6,3","9,0","10,0","10,0","5,8","1,4","59,6",359,"99,7%"
29060070,PM,San Pablo,Ciénaga,Magdalena,5,800,"-74,03","10,81","3,2","3,5","8,6","15,3","23,3","19,6","19,1","23,4","22,2","24,2","16,2","7,2","185,8",358,"99,4%"
29060310,PM,Sevillano,Ciénaga,Magdalena,5,5,"-74,25","10,93","0,1","0,1","0,3","1,7","5,0","5,5","5,1","8,3","9,1","9,6","5,4","1,7","51,8",360,"100,0%"
25025090,CP,Aeropuerto Las Flores,El Banco,Magdalena,5,34,"-73,97","9,05","1,5","1,7","4,7","9,7","12,0","10,8","9,3","13,4","14,9","14,9","12,1","4,7","109,6",344,"95,6%"
25021200,PM,Los Negritos ,El Banco,Magdalena,2,26,"-74,08","9,03","1,1","1,2","3,0","5,9","8,8","6,3","6,4","9,0","9,6","11,5","9,3","3,3","75,5",346,"96,1%"
25021040,PM,Menchiquejo,El Banco,Magdalena,5,25,"-74,04","9,19","1,0","1,4","4,0","7,2","9,3","6,8","6,3","8,5","9,8","10,2","8,5","3,1","76,1",360,"100,0%"
25021380,PM,San Roque Alertas,El Banco,Magdalena,2,24,"-74,15","9,07","1,5","1,8","4,0","7,6","9,8","7,4","7,6","9,7","11,3","11,2","9,4","4,0","85,3",349,"96,9%"
29050010,PM,Tiogollo,El Piñón,Magdalena,5,41,"-74,73","10,34","0,7","0,9","3,0","5,9","7,6","7,3","7,1","7,9","8,7","9,3","5,5","1,9","65,9",359,"99,7%"
29060350,PM,Bayano,El Retén,Magdalena,5,30,"-74,30","10,63","0,1","0,1","1,1","3,8","7,5","6,2","5,1","6,5","8,4","9,8","5,9","1,6","56,2",316,"87,8%"
29060030,PM,El Bongo ,El Retén,Magdalena,5,20,"-74,38","10,65","0,3","0,3","0,9","4,4","7,9","7,1","5,7","8,5","9,6","11,1","6,5","1,3","63,6",359,"99,7%"
29060150,PM,El Destino ,El Retén,Magdalena,5,20,"-74,22","10,57","0,4","0,3","1,1","4,7","8,7","6,8","5,5","7,0","9,0","10,8","6,3","1,7","62,3",356,"98,9%"
29060170,PM,Gavilán,El Retén,Magdalena,5,20,"-74,33","10,68","0,2","0,0","0,4","1,9","4,7","4,3","3,6","4,7","5,9","7,1","3,4","0,8","37,0",357,"99,2%"
29060190,PM,La Florida ,El Retén,Magdalena,5,26,"-74,26","10,61","0,4","0,4","1,0","3,7","7,3","6,1","4,2","6,8","8,4","11,2","5,3","1,6","56,4",301,"83,6%"
29060560,PM,Doña María,Fundación,Magdalena,5,50,"-74,18","10,38","1,3","1,4","3,4","5,9","7,9","5,5","4,9","7,3","8,4","10,3","7,6","2,2","66,1",357,"99,2%"
29060040,PM,Fundación,Fundación,Magdalena,5,40,"-74,18","10,52","0,7","0,6","2,2","6,1","8,9","7,5","6,6","8,2","10,0","11,6","7,5","2,1","72,0",355,"98,6%"
29060100,PM,Santa Rosa de Lima,Fundación,Magdalena,5,75,"-74,11","10,40","0,7","0,9","3,1","4,9","6,4","5,3","4,8","5,6","6,6","8,2","6,2","2,7","55,4",359,"99,7%"
25021620,PM,Iran,Nueva Granada,Magdalena,5,80,"-74,32","9,68","1,3","2,1","3,8","5,8","6,0","4,2","5,9","5,9","6,6","7,6","5,9","3,1","58,3",356,"98,9%"
25021630,PM,Nueva Granada,Nueva Granada,Magdalena,5,110,"-74,39","9,80","1,5","1,8","3,7","6,1","7,0","5,7","6,4","7,4","7,1","7,8","6,7","2,6","63,8",358,"99,4%"
29020020,PM,Garrapata,Pivijai,Magdalena,5,60,"-74,42","10,32","0,9","0,7","2,6","5,0","7,0","5,7","6,0","7,4","8,0","7,9","6,2","2,8","60,2",321,"89,2%"
29065000,CP,Media Luna - AUT ,Pivijai,Magdalena,5,20,"-74,51","10,51","0,5","0,3","1,3","4,9","7,8","6,8","6,6","8,7","9,2","9,4","7,2","2,1","64,7",357,"99,2%"
28040100,PM,Monterrubio,Pivijai,Magdalena,5,100,"-74,27","10,23","1,2","1,9","4,5","7,7","9,0","7,8","7,2","9,3","9,9","9,8","7,6","2,6","78,6",358,"99,4%"
25021600,PM,Apure,Plato,Magdalena,5,85,"-74,58","9,87","1,7","1,6","3,5","5,8","5,9","6,0","6,3","6,5","5,7","6,0","4,7","2,5","56,1",359,"99,7%"
25021610,PM,El Agrado,Plato,Magdalena,5,100,"-74,50","9,69","1,1","1,9","4,1","6,0","7,6","5,6","6,7","7,4","6,9","7,4","6,8","2,9","64,4",359,"99,7%"
29060180,PM,La Esperanza,Puebloviejo,Magdalena,5,25,"-74,31","10,74","0,2","0,1","0,6","3,2","6,5","6,1","5,6","7,3","8,2","9,1","4,9","1,3","53,1",359,"99,7%"
29060270,PM,Palo Alto,Puebloviejo,Magdalena,5,25,"-74,27","10,72","0,1","0,2","0,6","3,3","5,7","5,9","4,8","6,9","8,2","8,6","4,9","1,1","50,5",356,"98,9%"
